Índice del término,Término,TF,IDF,TF-IDF
0,red,1,1.6582280766035324,1.6582280766035324
1,cherry,1,2.3513752571634776,2.3513752571634776
2,fruit,1,0.6466271649250525,0.6466271649250525
3,laced,1,3.044522437723423,3.044522437723423
4,light,1,3.044522437723423,3.044522437723423
5,tannins,1,1.6582280766035324,1.6582280766035324
6,give,1,1.9459101490553132,1.9459101490553132
7,bright,1,1.9459101490553132,1.9459101490553132
8,wine,1,0.6466271649250525,0.6466271649250525
9,open,1,1.9459101490553132,1.9459101490553132
10,juicy,1,1.9459101490553132,1.9459101490553132
11,character,1,2.3513752571634776,2.3513752571634776
