Índice del término,Término,TF,IDF,TF-IDF
0,desiccated,1,2.3978952727983707,2.3978952727983707
1,blackberry,2,2.3978952727983707,4.795790545596741
2,leather,1,2.3978952727983707,2.3978952727983707
3,charred,1,2.3978952727983707,2.3978952727983707
4,wood,1,2.3978952727983707,2.3978952727983707
5,mint,1,2.3978952727983707,2.3978952727983707
6,aromas,2,0.6061358035703155,1.212271607140631
7,carry,1,1.7047480922384253,1.7047480922384253
8,nose,1,1.7047480922384253,1.7047480922384253
9,full,1,2.3978952727983707,2.3978952727983707
10,bodied,1,2.3978952727983707,2.3978952727983707
11,tannic,1,1.7047480922384253,1.7047480922384253
12,heavily,1,2.3978952727983707,2.3978952727983707
13,oaked,1,2.3978952727983707,2.3978952727983707
14,tinto,1,2.3978952727983707,2.3978952727983707
15,fino,1,2.3978952727983707,2.3978952727983707
16,flavors,1,1.2992829841302609,1.2992829841302609
17,clove,1,2.3978952727983707,2.3978952727983707
18,woodspice,1,2.3978952727983707,2.3978952727983707
19,sit,1,2.3978952727983707,2.3978952727983707
20,top,1,2.3978952727983707,2.3978952727983707
21,fruit,1,1.7047480922384253,1.7047480922384253
22,hickory,1,2.3978952727983707,2.3978952727983707
23,forceful,1,2.3978952727983707,2.3978952727983707
24,oak,1,0.6061358035703155,0.6061358035703155
25,based,1,2.3978952727983707,2.3978952727983707
26,rise,1,2.3978952727983707,2.3978952727983707
27,dominate,1,1.7047480922384253,1.7047480922384253
28,finish,1,1.0116009116784799,1.0116009116784799
