Primer Documento,Segundo Documento,Similaridad Coseno
Documento_3_0.csv,Documento_3_1.csv,0.08963215476405449
Documento_3_0.csv,Documento_3_2.csv,0.004730528443847182
Documento_3_0.csv,Documento_3_3.csv,0
Documento_3_0.csv,Documento_3_4.csv,0.005235152510662289
Documento_3_0.csv,Documento_3_5.csv,0.0048610005617945535
Documento_3_0.csv,Documento_3_6.csv,0
Documento_3_0.csv,Documento_3_7.csv,0.05842122223016999
Documento_3_0.csv,Documento_3_8.csv,0.012929066633962785
Documento_3_0.csv,Documento_3_9.csv,0.10739744676528779
Documento_3_0.csv,Documento_3_10.csv,0
Documento_3_0.csv,Documento_3_11.csv,0.09889130776853536
Documento_3_0.csv,Documento_3_12.csv,0.09374911934203954
Documento_3_0.csv,Documento_3_13.csv,0.004315302488415234
Documento_3_0.csv,Documento_3_14.csv,0
Documento_3_0.csv,Documento_3_15.csv,0.030515668163837995
Documento_3_0.csv,Documento_3_16.csv,0
Documento_3_0.csv,Documento_3_17.csv,0.007925698594644775
Documento_3_0.csv,Documento_3_18.csv,0.007653626877537397
Documento_3_0.csv,Documento_3_19.csv,0.3628248819634591
Documento_3_0.csv,Documento_3_20.csv,0
Documento_3_1.csv,Documento_3_0.csv,0.08963215476405449
Documento_3_1.csv,Documento_3_2.csv,0.0029375907738183266
Documento_3_1.csv,Documento_3_3.csv,0
Documento_3_1.csv,Documento_3_4.csv,0.003250955130574455
Documento_3_1.csv,Documento_3_5.csv,0.0030186121003936365
Documento_3_1.csv,Documento_3_6.csv,0
Documento_3_1.csv,Documento_3_7.csv,0.09334262187557454
Documento_3_1.csv,Documento_3_8.csv,0.008028766195753665
Documento_3_1.csv,Documento_3_9.csv,0.07985619524728316
Documento_3_1.csv,Documento_3_10.csv,0
Documento_3_1.csv,Documento_3_11.csv,0.003692216408047772
Documento_3_1.csv,Documento_3_12.csv,0.0582168675871649
Documento_3_1.csv,Documento_3_13.csv,0.04457029315996425
Documento_3_1.csv,Documento_3_14.csv,0
Documento_3_1.csv,Documento_3_15.csv,0.0025011987778702995
Documento_3_1.csv,Documento_3_16.csv,0.05189550202074196
Documento_3_1.csv,Documento_3_17.csv,0.0049217459199459995
Documento_3_1.csv,Documento_3_18.csv,0.020380655177391654
Documento_3_1.csv,Documento_3_19.csv,0.028099445053775013
Documento_3_1.csv,Documento_3_20.csv,0
Documento_3_2.csv,Documento_3_0.csv,0.004730528443847182
Documento_3_2.csv,Documento_3_1.csv,0.0029375907738183266
Documento_3_2.csv,Documento_3_3.csv,0.00807672473277197
Documento_3_2.csv,Documento_3_4.csv,0.05781937303271575
Documento_3_2.csv,Documento_3_5.csv,0.028248069933780727
Documento_3_2.csv,Documento_3_6.csv,0.09031564858991287
Documento_3_2.csv,Documento_3_7.csv,0.024895695409336564
Documento_3_2.csv,Documento_3_8.csv,0.04670298470885319
Documento_3_2.csv,Documento_3_9.csv,0.041811619748347434
Documento_3_2.csv,Documento_3_10.csv,0.09415430308881206
Documento_3_2.csv,Documento_3_11.csv,0.03876925236630952
Documento_3_2.csv,Documento_3_12.csv,0.047858711747593305
Documento_3_2.csv,Documento_3_13.csv,0.008048509629968687
Documento_3_2.csv,Documento_3_14.csv,0.007781258934841904
Documento_3_2.csv,Documento_3_15.csv,0.02107856073738634
Documento_3_2.csv,Documento_3_16.csv,0
Documento_3_2.csv,Documento_3_17.csv,0.010202199385655706
Documento_3_2.csv,Documento_3_18.csv,0.01310377108964889
Documento_3_2.csv,Documento_3_19.csv,0.020050916913543174
Documento_3_2.csv,Documento_3_20.csv,0
Documento_3_3.csv,Documento_3_0.csv,0
Documento_3_3.csv,Documento_3_1.csv,0
Documento_3_3.csv,Documento_3_2.csv,0.00807672473277197
Documento_3_3.csv,Documento_3_4.csv,0.026388581917301406
Documento_3_3.csv,Documento_3_5.csv,0
Documento_3_3.csv,Documento_3_6.csv,0.006255733904009211
Documento_3_3.csv,Documento_3_7.csv,0.11613524365634212
Documento_3_3.csv,Documento_3_8.csv,0
Documento_3_3.csv,Documento_3_9.csv,0
Documento_3_3.csv,Documento_3_10.csv,0
Documento_3_3.csv,Documento_3_11.csv,0.010151521392091009
Documento_3_3.csv,Documento_3_12.csv,0
Documento_3_3.csv,Documento_3_13.csv,0.07285715752605815
Documento_3_3.csv,Documento_3_14.csv,0.01032093960536938
Documento_3_3.csv,Documento_3_15.csv,0
Documento_3_3.csv,Documento_3_16.csv,0
Documento_3_3.csv,Documento_3_17.csv,0.013532036985661435
Documento_3_3.csv,Documento_3_18.csv,0.019289634772913684
Documento_3_3.csv,Documento_3_19.csv,0
Documento_3_3.csv,Documento_3_20.csv,0
Documento_3_4.csv,Documento_3_0.csv,0.005235152510662289
Documento_3_4.csv,Documento_3_1.csv,0.003250955130574455
Documento_3_4.csv,Documento_3_2.csv,0.05781937303271575
Documento_3_4.csv,Documento_3_3.csv,0.026388581917301406
Documento_3_4.csv,Documento_3_5.csv,0.036177145270311226
Documento_3_4.csv,Documento_3_6.csv,0.013383966373929003
Documento_3_4.csv,Documento_3_7.csv,0.0060367101327292675
Documento_3_4.csv,Documento_3_8.csv,0.004134219828776646
Documento_3_4.csv,Documento_3_9.csv,0.02439369195912522
Documento_3_4.csv,Documento_3_10.csv,0.04910713046465054
Documento_3_4.csv,Documento_3_11.csv,0.024709030152029084
Documento_3_4.csv,Documento_3_12.csv,0.11572669340670426
Documento_3_4.csv,Documento_3_13.csv,0.1482184171330651
Documento_3_4.csv,Documento_3_14.csv,0.006080076952131527
Documento_3_4.csv,Documento_3_15.csv,0
Documento_3_4.csv,Documento_3_16.csv,0.0026885018976563714
Documento_3_4.csv,Documento_3_17.csv,0.16281380781847526
Documento_3_4.csv,Documento_3_18.csv,0.12133132412560035
Documento_3_4.csv,Documento_3_19.csv,0.005306795533749818
Documento_3_4.csv,Documento_3_20.csv,0
Documento_3_5.csv,Documento_3_0.csv,0.0048610005617945535
Documento_3_5.csv,Documento_3_1.csv,0.0030186121003936365
Documento_3_5.csv,Documento_3_2.csv,0.028248069933780727
Documento_3_5.csv,Documento_3_3.csv,0
Documento_3_5.csv,Documento_3_4.csv,0.036177145270311226
Documento_3_5.csv,Documento_3_6.csv,0.03659667602154591
Documento_3_5.csv,Documento_3_7.csv,0.004371532289369013
Documento_3_5.csv,Documento_3_8.csv,0.0038387506131551258
Documento_3_5.csv,Documento_3_9.csv,0.03515349041299057
Documento_3_5.csv,Documento_3_10.csv,0.016421946906236527
Documento_3_5.csv,Documento_3_11.csv,0.09882739747006047
Documento_3_5.csv,Documento_3_12.csv,0.04356744636904977
Documento_3_5.csv,Documento_3_13.csv,0.004577584019912552
Documento_3_5.csv,Documento_3_14.csv,0.06796918997757875
Documento_3_5.csv,Documento_3_15.csv,0.011780571598437109
Documento_3_5.csv,Documento_3_16.csv,0.0012481784635955174
Documento_3_5.csv,Documento_3_17.csv,0.03280123215063838
Documento_3_5.csv,Documento_3_18.csv,0.015252162100230733
Documento_3_5.csv,Documento_3_19.csv,0.02306770042372603
Documento_3_5.csv,Documento_3_20.csv,0
Documento_3_6.csv,Documento_3_0.csv,0
Documento_3_6.csv,Documento_3_1.csv,0
Documento_3_6.csv,Documento_3_2.csv,0.09031564858991287
Documento_3_6.csv,Documento_3_3.csv,0.006255733904009211
Documento_3_6.csv,Documento_3_4.csv,0.013383966373929003
Documento_3_6.csv,Documento_3_5.csv,0.03659667602154591
Documento_3_6.csv,Documento_3_7.csv,0.017847494098012832
Documento_3_6.csv,Documento_3_8.csv,0.0667639170949764
Documento_3_6.csv,Documento_3_9.csv,0.024220025893770786
Documento_3_6.csv,Documento_3_10.csv,0.03345401710732147
Documento_3_6.csv,Documento_3_11.csv,0.02112856273040429
Documento_3_6.csv,Documento_3_12.csv,0.0038474834110009894
Documento_3_6.csv,Documento_3_13.csv,0.005821264957859948
Documento_3_6.csv,Documento_3_14.csv,0.034807807383353706
Documento_3_6.csv,Documento_3_15.csv,0.02520575451687436
Documento_3_6.csv,Documento_3_16.csv,0.000940813752642267
Documento_3_6.csv,Documento_3_17.csv,0.06475177614702575
Documento_3_6.csv,Documento_3_18.csv,0.0408692069266942
Documento_3_6.csv,Documento_3_19.csv,0.0173872650694173
Documento_3_6.csv,Documento_3_20.csv,0
Documento_3_7.csv,Documento_3_0.csv,0.05842122223016999
Documento_3_7.csv,Documento_3_1.csv,0.09334262187557454
Documento_3_7.csv,Documento_3_2.csv,0.024895695409336564
Documento_3_7.csv,Documento_3_3.csv,0.11613524365634212
Documento_3_7.csv,Documento_3_4.csv,0.0060367101327292675
Documento_3_7.csv,Documento_3_5.csv,0.004371532289369013
Documento_3_7.csv,Documento_3_6.csv,0.017847494098012832
Documento_3_7.csv,Documento_3_8.csv,0.02889912036564118
Documento_3_7.csv,Documento_3_9.csv,0.012433277228043764
Documento_3_7.csv,Documento_3_10.csv,0.0013196787217367282
Documento_3_7.csv,Documento_3_11.csv,0.015405254428209192
Documento_3_7.csv,Documento_3_12.csv,0.019661017887827925
Documento_3_7.csv,Documento_3_13.csv,0.011180844526691104
Documento_3_7.csv,Documento_3_14.csv,0.011760307240040803
Documento_3_7.csv,Documento_3_15.csv,0.0025999511916510194
Documento_3_7.csv,Documento_3_16.csv,0.046987770193902066
Documento_3_7.csv,Documento_3_17.csv,0.018523723127162425
Documento_3_7.csv,Documento_3_18.csv,0.019049946349089943
Documento_3_7.csv,Documento_3_19.csv,0.04033250997343642
Documento_3_7.csv,Documento_3_20.csv,0
Documento_3_8.csv,Documento_3_0.csv,0.012929066633962785
Documento_3_8.csv,Documento_3_1.csv,0.008028766195753665
Documento_3_8.csv,Documento_3_2.csv,0.04670298470885319
Documento_3_8.csv,Documento_3_3.csv,0
Documento_3_8.csv,Documento_3_4.csv,0.004134219828776646
Documento_3_8.csv,Documento_3_5.csv,0.0038387506131551258
Documento_3_8.csv,Documento_3_6.csv,0.0667639170949764
Documento_3_8.csv,Documento_3_7.csv,0.02889912036564118
Documento_3_8.csv,Documento_3_9.csv,0.03183848354706503
Documento_3_8.csv,Documento_3_10.csv,0
Documento_3_8.csv,Documento_3_11.csv,0.004695369106367304
Documento_3_8.csv,Documento_3_12.csv,0.1522093951177227
Documento_3_8.csv,Documento_3_13.csv,0.0034078107712125667
Documento_3_8.csv,Documento_3_14.csv,0.023512830474599764
Documento_3_8.csv,Documento_3_15.csv,0.003180759243932137
Documento_3_8.csv,Documento_3_16.csv,0
Documento_3_8.csv,Documento_3_17.csv,0.006258954294101813
Documento_3_8.csv,Documento_3_18.csv,0.03581408115083277
Documento_3_8.csv,Documento_3_19.csv,0.07346667232439233
Documento_3_8.csv,Documento_3_20.csv,0
Documento_3_9.csv,Documento_3_0.csv,0.10739744676528779
Documento_3_9.csv,Documento_3_1.csv,0.07985619524728316
Documento_3_9.csv,Documento_3_2.csv,0.041811619748347434
Documento_3_9.csv,Documento_3_3.csv,0
Documento_3_9.csv,Documento_3_4.csv,0.02439369195912522
Documento_3_9.csv,Documento_3_5.csv,0.035153490412990575
Documento_3_9.csv,Documento_3_6.csv,0.024220025893770786
Documento_3_9.csv,Documento_3_7.csv,0.012433277228043764
Documento_3_9.csv,Documento_3_8.csv,0.03183848354706503
Documento_3_9.csv,Documento_3_10.csv,0.002540914969836843
Documento_3_9.csv,Documento_3_11.csv,0.03749908915435678
Documento_3_9.csv,Documento_3_12.csv,0.10919327615117347
Documento_3_9.csv,Documento_3_13.csv,0.006899204197190689
Documento_3_9.csv,Documento_3_14.csv,0.06761696601537723
Documento_3_9.csv,Documento_3_15.csv,0.01733428521970074
Documento_3_9.csv,Documento_3_16.csv,0.002612429062005897
Documento_3_9.csv,Documento_3_17.csv,0.013723582249160215
Documento_3_9.csv,Documento_3_18.csv,0.03430075940839905
Documento_3_9.csv,Documento_3_19.csv,0.0479639974669943
Documento_3_9.csv,Documento_3_20.csv,0
Documento_3_10.csv,Documento_3_0.csv,0
Documento_3_10.csv,Documento_3_1.csv,0
Documento_3_10.csv,Documento_3_2.csv,0.09415430308881206
Documento_3_10.csv,Documento_3_3.csv,0
Documento_3_10.csv,Documento_3_4.csv,0.04910713046465054
Documento_3_10.csv,Documento_3_5.csv,0.016421946906236527
Documento_3_10.csv,Documento_3_6.csv,0.03345401710732147
Documento_3_10.csv,Documento_3_7.csv,0.0013196787217367282
Documento_3_10.csv,Documento_3_8.csv,0
Documento_3_10.csv,Documento_3_9.csv,0.002540914969836843
Documento_3_10.csv,Documento_3_11.csv,0.021571426792297954
Documento_3_10.csv,Documento_3_12.csv,0.005460024834975961
Documento_3_10.csv,Documento_3_13.csv,0.02697800421491859
Documento_3_10.csv,Documento_3_14.csv,0.0030193971995337576
Documento_3_10.csv,Documento_3_15.csv,0
Documento_3_10.csv,Documento_3_16.csv,0.07698743528151479
Documento_3_10.csv,Documento_3_17.csv,0.04756973783209105
Documento_3_10.csv,Documento_3_18.csv,0.0019114543264463363
Documento_3_10.csv,Documento_3_19.csv,0.002635381706391901
Documento_3_10.csv,Documento_3_20.csv,0
Documento_3_11.csv,Documento_3_0.csv,0.09889130776853536
Documento_3_11.csv,Documento_3_1.csv,0.003692216408047772
Documento_3_11.csv,Documento_3_2.csv,0.03876925236630952
Documento_3_11.csv,Documento_3_3.csv,0.010151521392091009
Documento_3_11.csv,Documento_3_4.csv,0.024709030152029084
Documento_3_11.csv,Documento_3_5.csv,0.09882739747006047
Documento_3_11.csv,Documento_3_6.csv,0.02112856273040429
Documento_3_11.csv,Documento_3_7.csv,0.015405254428209192
Documento_3_11.csv,Documento_3_8.csv,0.004695369106367304
