Índice del término,Término,TF,IDF,TF-IDF
0,savory,1,1.6094379124341003,1.6094379124341003
1,dried,1,1.6094379124341003,1.6094379124341003
2,thyme,1,2.302585092994046,2.302585092994046
3,note,1,1.6094379124341003,1.6094379124341003
4,accent,1,2.302585092994046,2.302585092994046
5,sunnier,1,2.302585092994046,2.302585092994046
6,flavors,1,1.2039728043259361,1.2039728043259361
7,preserve,1,2.302585092994046,2.302585092994046
8,peach,1,2.302585092994046,2.302585092994046
9,brisk,1,1.6094379124341003,1.6094379124341003
10,off,1,2.302585092994046,2.302585092994046
11,dry,1,1.2039728043259361,1.2039728043259361
12,wine,1,0.6931471805599453,0.6931471805599453
13,fruity,1,1.6094379124341003,1.6094379124341003
14,fresh,1,0.9162907318741551,0.9162907318741551
15,elegant,1,2.302585092994046,2.302585092994046
16,sprightly,1,2.302585092994046,2.302585092994046
17,footprint,1,2.302585092994046,2.302585092994046
