Índice del término,Término,TF,IDF,TF-IDF
0,merlot,1,3.044522437723423,3.044522437723423
1,nero,1,3.044522437723423,3.044522437723423
2,d,1,3.044522437723423,3.044522437723423
3,avola,1,3.044522437723423,3.044522437723423
4,form,1,3.044522437723423,3.044522437723423
5,base,1,3.044522437723423,3.044522437723423
6,easy,1,3.044522437723423,3.044522437723423
7,red,1,1.6582280766035324,1.6582280766035324
8,wine,1,0.6466271649250525,0.6466271649250525
9,pair,1,1.6582280766035324,1.6582280766035324
10,fettuccine,1,3.044522437723423,3.044522437723423
11,meat,1,2.3513752571634776,2.3513752571634776
12,sauce,1,2.3513752571634776,2.3513752571634776
13,pork,1,3.044522437723423,3.044522437723423
14,roast,1,3.044522437723423,3.044522437723423
15,quality,1,2.3513752571634776,2.3513752571634776
16,fruit,1,0.6466271649250525,0.6466271649250525
17,clean,1,1.9459101490553132,1.9459101490553132
18,bright,1,1.9459101490553132,1.9459101490553132
19,sharp,1,3.044522437723423,3.044522437723423
