Índice del término,Término,TF,IDF,TF-IDF
0,a,1,0.3566749439387324,0.3566749439387324
1,bright,1,2.302585092994046,2.302585092994046
2,informal,1,2.302585092994046,2.302585092994046
3,red,1,1.6094379124341003,1.6094379124341003
4,open,1,2.302585092994046,2.302585092994046
5,aromas,1,0.9162907318741551,0.9162907318741551
6,candied,1,2.302585092994046,2.302585092994046
7,berry,1,1.6094379124341003,1.6094379124341003
8,white,1,2.302585092994046,2.302585092994046
9,pepper,1,2.302585092994046,2.302585092994046
10,savory,1,1.6094379124341003,1.6094379124341003
11,herb,1,1.6094379124341003,1.6094379124341003
12,carry,1,2.302585092994046,2.302585092994046
13,palate,1,1.2039728043259361,1.2039728043259361
14,balance,1,1.2039728043259361,1.2039728043259361
15,fresh,1,0.9162907318741551,0.9162907318741551
16,acidity,1,0.3566749439387324,0.3566749439387324
17,soft,1,2.302585092994046,2.302585092994046
18,tannins,1,1.6094379124341003,1.6094379124341003
